559.7043,558.7497,555.7304,554.5302,548.0069,561.104
558.0044,556.7489,553.4667,552.6535,546.1794,558.9222
556.6625,556.4654,553.0056,551.4467,546.0257,558.4357
556.8734,556.2155,552.6404,551.427,545.7874,559.0168
557.5844,556.7569,553.517,552.456,546.0037,559.2423
556.9067,556.5947,553.7554,552.2886,546.6996,558.9109
558.0272,556.4934,554.7266,553.0855,547.0297,559.7825
557.7859,557.0903,554.4555,553.0623,547.5159,559.6244
556.6551,556.5137,552.267,551.6578,545.5956,558.3969
555.4965,554.4764,551.4231,550.1169,544.4001,557.3587
556.3697,555.7159,552.0207,551.2847,544.6377,558.2277
553.119,553.3209,548.9236,547.858,541.4047,554.9845
554.4309,554.4196,549.7004,549.5679,542.5594,556.6724
554.9839,554.8538,550.7037,549.4766,543.4056,556.9576
555.1375,554.223,550.6687,549.6386,543.0955,556.9617
553.9138,553.8979,549.7375,548.5999,542.2773,555.6567
552.4183,552.2447,547.0504,546.7469,539.9119,553.9608
553.5333,553.1344,548.6431,548.0645,541.6721,555.4583
545.3313,535.6026,546.3808,543.6131,538.8614,552.0034
545.9694,536.0547,546.9637,544.0509,540.1251,553.4361
543.7329,533.5027,544.1654,540.9926,537.4895,550.1522
544.312,533.2241,543.4113,540.8654,537.5893,549.6513
543.1534,532.8781,541.0724,536.7936,536.3022,545.8549
542.9295,530.7976,539.8338,537.1383,535.6731,545.8034
543.732,532.4154,540.7476,537.9663,536.4067,546.7487
543.8362,532.3757,540.6604,538.679,535.8793,547.5073
543.5611,531.7515,539.6204,537.5028,535.23,546.2767
541.9378,529.9953,538.1018,536.04,533.7052,544.7247
542.8698,530.923,539.1355,537.1784,534.4566,545.8444
543.8235,531.5679,539.9815,537.5232,535.3924,546.9437
543.1109,530.4283,539.2031,537.4843,534.6154,545.9064
542.0098,530.0268,537.994,536.9716,534.3607,545.8838
542.431,531.2575,539.1708,537.0822,534.8843,545.8876
541.8484,530.3122,538.5521,535.8499,533.5837,545.0389
541.098,529.237,537.627,535.8211,532.7377,544.7369
541.3943,529.2062,538.2817,535.8816,533.7139,545.1972
541.1471,528.9308,538.1302,535.9726,533.5803,544.7953
539.8397,527.4905,536.0539,534.4901,531.727,543.2606
540.206,528.4089,537.3904,535.5402,532.5198,543.7936
541.5589,529.9665,537.812,535.6813,533.4481,544.6351
539.9928,528.1725,536.6661,535.0944,532.836,544.3096
540.7941,529.1896,536.989,535.2255,533.0986,544.6261
541.624,529.5229,537.9325,535.9528,533.5809,545.3593
540.2849,528.6458,537.733,536.0229,532.8996,544.5903
541.5892,530.4823,538.9389,536.6501,534.6314,546.3799
540.2204,529.1008,537.5125,535.3923,533.0214,544.0373
540.2888,528.9589,538.0261,535.7564,534.0062,545.1932
542.7802,531.4358,539.5114,537.0554,535.1884,545.9387
543.0232,532.0163,540.0794,538.6092,535.6153,547.2707
543.5184,531.8783,540.1493,538.3581,535.4492,546.4642
543.8579,532.1165,540.5563,537.7885,536.2943,547.3007
543.9001,531.9559,540.1379,538.1801,535.2505,547.0309
543.2377,532.2299,539.677,538.0369,535.1154,546.2109
544.7974,532.5502,541.2282,538.8683,535.9203,547.8969
542.8622,531.5431,539.6967,538.3133,535.165,546.5869
542.4526,531.2464,539.6738,537.4466,535.1358,546.3275
544.5397,532.3874,540.5898,538.3135,535.8461,547.347
543.3856,531.9337,539.8898,537.9247,534.838,546.9182
543.1301,532.0271,540.1746,537.851,535.6914,546.7399
541.9154,530.9632,538.7357,536.9614,534.4292,545.683
542.1958,531.0296,539.2209,537.3663,534.5475,545.3411
541.91,530.4965,539.1656,537.4751,535.35,546.2981
541.8935,530.5978,538.8836,536.803,534.6877,545.2734
541.9198,530.87,539.4849,537.7214,535.1253,546.464
542.027,531.0695,539.0805,537.3774,535.1,546.1435
542.515,530.7123,539.2083,537.4719,534.6248,545.5883
543.3449,532.0724,539.7216,537.1951,534.9559,546.4786
543.4066,531.4624,540.2352,538.3193,535.1855,546.7229
543.0446,531.1395,539.5498,538.1073,534.5897,546.4211
544.6384,532.6712,540.6099,538.2824,536.2722,547.2178
542.8951,531.4273,539.4322,538.1166,534.9034,546.1281
544.6266,532.7523,540.5298,538.6162,535.9837,547.2131
543.0271,531.5835,539.3269,537.8464,534.6598,546.2612
544.0142,532.3264,539.8492,538.8888,535.2051,546.0798
543.2782,531.6048,540.3027,538.1924,535.0397,546.8925
544.6651,532.2762,540.3636,539.2737,536.0149,547.5129
545.0911,532.5637,541.1612,539.8083,536.5217,547.9402
545.2061,533.7798,540.9415,539.4528,536.7916,547.9215
545.1025,533.202,540.9909,539.4128,536.5413,547.5208
543.8466,531.8253,539.8965,538.6342,535.7777,546.8651
544.8125,532.5907,540.9445,538.636,536.4355,547.5443
544.711,532.9566,541.2088,538.5135,536.7225,547.3425
544.5033,533.1688,541.2291,538.9324,536.1871,547.8093
543.3101,532.2768,540.0141,538.7915,535.3858,546.4195
544.2774,532.278,540.9185,539.3047,536.7111,548.2324
543.7792,532.4053,540.3066,537.8809,536.0417,546.9741
543.3034,532.263,540.142,537.861,535.3993,546.8121
543.608,531.8469,540.2427,538.1023,535.4863,546.8712
543.7573,531.6113,540.0409,538.7642,535.8,547.1798
543.2385,531.1725,539.9651,537.6883,534.87,546.5824
543.4697,532.1744,540.414,538.4966,535.8484,547.0774
543.365,530.9314,539.2748,536.8139,534.7292,545.9416
543.5011,531.346,539.2916,537.5758,535.2215,546.4642
543.9143,531.2709,539.8219,537.986,535.0617,546.6966
543.5568,531.324,539.6737,537.6937,535.4377,546.8803
543.454,531.8233,539.7395,537.5231,534.751,546.4891
545.6961,532.836,541.5762,538.7916,537.2654,549.4285
543.8538,531.7268,540.2968,538.0943,535.1988,546.9541
543.9014,532.3734,540.2116,538.2674,535.4516,546.8117
544.1031,532.371,540.6018,538.0381,536.0529,547.3944
544.0585,531.8329,540.2728,538.4292,536.0054,547.526
544.8021,532.7473,540.5098,539.3246,535.7835,547.5591
543.955,531.9815,540.5111,537.8297,535.4735,547.037
544.0916,532.2288,540.5276,538.3655,535.7393,547.1174
542.6383,530.6465,538.8146,537.7986,534.4101,545.6117
543.329,531.1972,539.3185,537.7008,534.5982,546.7169
543.1478,530.8393,538.8456,537.2916,534.1073,545.823
543.3595,530.9128,539.1549,537.8195,534.557,545.7404
543.3217,531.2907,539.3374,537.9208,534.9033,546.0285
543.2718,530.7243,539.1262,537.9456,534.497,546.1134
